timestamp(unix),attitude_roll(radians),attitude_pitch(radians),attitude_yaw(radians),rotation_rate_x(radians/s),rotation_rate_y(radians/s),rotation_rate_z(radians/s),gravity_x(G),gravity_y(G),gravity_z(G),user_acc_x(G),user_acc_y(G),user_acc_z(G),magnetic_field_x(microteslas),magnetic_field_y(microteslas),magnetic_field_z(microteslas),latitude(degree),longitude(degree),altitude(meter),speed(m/s),course(degree),timestamp(unix),User Mark
1508446740.431762,0.052876,0.043928,0.044941,0.090545,-0.722822,0.076377,0.052800,-0.043914,-0.997639,-0.031621,-0.002442,0.095234,-8.063560,-14.072207,-42.378933,,,,,,,5
1508446740.451794,0.042538,0.046445,0.046329,0.088240,-0.305390,0.057509,0.042479,-0.046428,-0.998018,-0.042098,0.010128,0.095064,-8.510395,-14.139935,-42.268871,,,,,,,5
1508446740.471807,0.041377,0.046803,0.046686,-0.019393,0.073728,0.002605,0.041320,-0.046786,-0.998050,-0.059982,0.018892,0.033618,-8.746772,-14.194500,-42.202274,,,,,,,5
1508446740.491817,0.045110,0.045870,0.046829,-0.039703,0.203373,0.011053,0.045047,-0.045854,-0.997932,-0.054492,0.024538,0.005516,-8.617127,-14.158670,-42.240963,,,,,,,5
1508446740.511813,0.047496,0.046566,0.046879,0.078582,0.071517,-0.007235,0.047427,-0.046549,-0.997790,-0.028140,0.020517,0.003862,-8.511086,-14.150606,-42.265160,,,,,,,5
1508446740.531832,0.048754,0.048217,0.046361,0.065835,0.071465,-0.024376,0.048678,-0.048198,-0.997651,0.009366,-0.008076,-0.025497,-8.433676,-14.237858,-42.251373,,,,,,,5
1508446740.551848,0.050918,0.048246,0.046171,-0.033258,0.124724,0.001464,0.050836,-0.048227,-0.997542,0.003790,-0.002096,-0.026979,-8.374125,-14.265591,-42.253860,,,,,,,5
1508446740.571835,0.053196,0.047390,0.046633,-0.035426,0.098272,0.031239,0.053111,-0.047372,-0.997464,-0.002376,0.013421,-0.004870,-8.272502,-14.234935,-42.284210,,,,,,,5
1508446740.591860,0.054101,0.047516,0.047392,0.029553,0.011154,0.039163,0.054013,-0.047498,-0.997410,0.005816,0.023862,0.011479,-8.202404,-14.208063,-42.306896,,,,,,,5
1508446740.611884,0.054060,0.047784,0.047934,0.055159,-0.055828,0.026547,0.053972,-0.047766,-0.997399,0.010512,0.011816,0.005960,-8.217709,-14.229334,-42.296776,,,,,,,5
1508446740.631893,0.053369,0.048530,0.048712,0.014596,0.013383,0.065660,0.053281,-0.048511,-0.997401,0.011401,-0.017544,-0.000295,-8.237991,-14.235093,-42.290890,,,,,,,5
1508446740.651907,0.056149,0.046362,0.049862,-0.195259,0.196232,0.070454,0.056059,-0.046345,-0.997351,-0.072309,-0.002788,0.042563,-8.181833,-14.182796,-42.319355,,,,,,,5
1508446740.671918,0.057397,0.041102,0.053717,-0.289200,0.144765,0.224028,0.057317,-0.041091,-0.997510,-0.092046,-0.015733,0.146588,-8.150023,-13.948357,-42.403328,,,,,,,5
1508446740.691926,0.073970,0.033333,0.061401,-0.425342,1.169741,0.456858,0.073861,-0.033327,-0.996711,-0.141458,-0.199064,0.308037,-8.058918,-13.795155,-42.470806,,,,,,,5
1508446740.711940,0.095780,0.030897,0.067475,0.027828,0.925166,0.153768,0.095588,-0.030892,-0.994942,0.150155,0.020379,-0.049019,-6.840372,-13.302564,-42.840088,,,,,,,5
1508446740.731933,0.108921,0.033398,0.067418,0.130611,0.502652,-0.050134,0.108645,-0.033392,-0.993520,0.035780,-0.024027,-0.171855,-6.202621,-13.379478,-42.913158,,,,,,,5
1508446740.751961,0.115232,0.034201,0.066693,-0.024801,0.225662,0.005870,0.114910,-0.034195,-0.992787,-0.064144,-0.092606,-0.115138,-5.921721,-13.449627,-42.930904,,,,,,,5
1508446740.771970,0.116951,0.031532,0.068873,-0.202742,0.006329,0.141587,0.116627,-0.031526,-0.992675,-0.036030,-0.046461,-0.036316,-5.752758,-13.362687,-42.980999,,,,,,,5
